location,most_liked_dish,no_of_restaurants
Malleshwaram,Bisi Bele Bhaath,2
Banashankari,Veggie Delight,2
Mysore Road,Filter Coffee,2
Marathahalli,Chocolava,2
Brookefield,Masala Dosa,2
Koramangala 5th Block,Sweet Lime Juice,2
Electronic City,Fish Thali,2
Frazer Town,Brinjal Curry,2
Frazer Town,Chips,2
CV Raman Nagar,Kadhai Paneer,2
MG Road,Chicken Sandwich,2
Majestic,Chicken Grill,2
Vasanth Nagar,Draught Beer,2
Indiranagar,Wet Burrito,2
Basavanagudi,Waffles,2
Lavelle Road,Garlic Bread,2
Koramangala 4th Block,Sunday Brunch,2
Yeshwantpur,Fish Curry,2
Sadashiv Nagar,Palak Chaat,2
Marathahalli,Avakai Chicken Biryani,2
Marathahalli,Malpua,2
HSR,Orange Lemonade,2
Bannerghatta Road,Millet Pizza,2
Bannerghatta Road,Aloo Paratha,2
Sarjapur Road,Peri Peri Chicken,2
Electronic City,Masala Poha,2
Electronic City,Bamboo Chicken,2
Malleshwaram,Belgian Chocolate,2
Banashankari,Peri Peri Fries,2
JP Nagar,Chicken Curry,2
Electronic City,Kaaram Biryani,2
Frazer Town,Crispy Spinach Chicken,2
Domlur,Paratha,2
Nagawara,Veg Whopper,2
Hennur,Kulcha,2
Kammanahalli,Mutton Whopper,2
Malleshwaram,Wonton Soup,2
Marathahalli,Idli,2
"ITPL Main Road, Whitefield",Salad,2
Whitefield,Chicken Steak,2
Whitefield,Dal Halwa,2
Bommanahalli,Hyderabadi Biryani,2
Old Airport Road,Burgers,2
Jayanagar,Chicken Bucket,2
Kalyan Nagar,Icecream Cake,2
Race Course Road,Masala Chai,2
Basaveshwara Nagar,Ferrero Rocher,2
Marathahalli,Matar Paneer,2
CV Raman Nagar,Paneer Bhurji,2
Indiranagar,Chicken Tikka Roll,2
Jayanagar,Dum Biryani,2
Nagawara,Chicken Burger,2
Kammanahalli,Baklava,2
West Bangalore,Salad,2
Kumaraswamy Layout,Fish Curry,2
Banashankari,Cup Cake,2
Bannerghatta Road,Jalapeno Cheeseballs,2
Bannerghatta Road,Whole Meat Shawarma,2
Bannerghatta Road,Samosa,2
Bellandur,Punjabi Chicken,2
"ITPL Main Road, Whitefield",Coffee,2
Electronic City,Paneer Tikka,2
Electronic City,Egg Tadka,2
Indiranagar,Guava Ice Cream,2
Old Airport Road,Macaroon,2
Kammanahalli,Paneer Biryani,2
Nagawara,Thali,2
Malleshwaram,Gelato,2
Rajajinagar,Tea,2
Bellandur,Dhania Chicken,2
Frazer Town,Hyderabadi Style Biryani,2
HSR,Papdi Chaat,2
Indiranagar,Set Menu,2
New BEL Road,Mutton Nalli,2
"ITPL Main Road, Whitefield",Kheer,2
Basavanagudi,Garlic Bread,2
Marathahalli,Aloo Samosa,2
Frazer Town,Chinese Bhel,2
Indiranagar,Nutella Cheesecake,2
Banaswadi,Roti,2
Vasanth Nagar,Dal Makhani,2
Sankey Road,Tea,2
Marathahalli,Craft Beer,2
Basaveshwara Nagar,Ragi Mudde,2
Whitefield,Cheesy Fries,2
Whitefield,Nasi Goreng,2
Banashankari,Chicken Kebab,2
Brigade Road,Butter Chicken,2
Marathahalli,Kunafa,2
Electronic City,Crepe,2
Electronic City,Tandoori Roti,2
HSR,Idli Sambar,2
JP Nagar,Gulab Jamun,2
HBR Layout,Vegetable Biryani,2
Sankey Road,Pizza,2
Indiranagar,Lamb Burger,2
New BEL Road,Kalmi Kabab,2
Old Airport Road,Basmati Rice,2
Whitefield,Melted Chocolate,2
Whitefield,Chocolate Bar,2
Whitefield,Noodle,2
JP Nagar,Barbeque Chicken,2
Sarjapur Road,Mughlai Biryani,2
Sarjapur Road,Yakisoba,2
Brookefield,Bhindi Fry,2
Whitefield,Butter Kulcha,2
Electronic City,Hyderabadi Style Biryani,2
Indiranagar,Murgh Angara,2
JP Nagar,Chocolate Fantasy,2
Nagawara,Cheesy Fries,2
Banaswadi,Highway Chicken,2
Seshadripuram,Salads,2
Race Course Road,Soan Papdi,2
Indiranagar,Paneer Roll,2
Vijay Nagar,Chicken Guntur,2
Banashankari,Aam Panna,2
Kumaraswamy Layout,Chaat,2
Jayanagar,Fruit Ice Cream,2
Marathahalli,Kala Jamun,2
BTM,Veggie Pizza,2
Electronic City,Buttermilk,2
Indiranagar,Chicken Bharta,2
Majestic,Masala Prawn,2
Malleshwaram,Rolls,2
Sadashiv Nagar,Cheese Kurkuri,2
Malleshwaram,Banana Leaf Meal,2
Sadashiv Nagar,Cocktails,2
New BEL Road,Pane Pizza,2
Jeevan Bhima Nagar,Beef Fry,2
Bannerghatta Road,Hyderabadi Biryani,2
Bannerghatta Road,French Chicken,2
MG Road,Veg Buffet,2
Marathahalli,Roasted Chilli,2
JP Nagar,Chocolate Cake,2
Koramangala 6th Block,Chicken Nachos,2
Majestic,Hot Badam Milk,2
Vasanth Nagar,Chicken Wonton Soup,2
Rajajinagar,Salad,2
Yeshwantpur,Chicken Sukha,2
Yeshwantpur,Jeera Rice,2
Malleshwaram,Shawarma,2
Malleshwaram,Falafel Wrap,2
Bannerghatta Road,Panipuri,2
Bannerghatta Road,Wine,2
Lavelle Road,Badam Halwa,2
Electronic City,Barbeque Chicken,2
Jayanagar,Rice Bowl,2
Kalyan Nagar,Peri Peri Pizza,2
Hennur,Sandwich,2
Nagawara,Lemonade,2
Seshadripuram,Dahipuri,2
Yeshwantpur,Noodles,2
Malleshwaram,Idli Chutney,2
Marathahalli,Chicken Wrap,2
HSR,Dragon Prawn,2
Nagawara,Pan Fried Momos,2
Nagawara,Tandoori Chicken,2
Malleshwaram,Aloo Palya,2
Yeshwantpur,Sandwich,2
Malleshwaram,Mushroom Manchurian,2
Kaggadasapura,Thali,2
New BEL Road,Thali,2
Basaveshwara Nagar,Brownie,2
Sarjapur Road,Misal Pav,2
Whitefield,Sea Food,2
Banashankari,Thai Rice,2
Jayanagar,Idli Sambar,2
Whitefield,Gosht Dum Biryani,2
Whitefield,Chicken Pasta,2
JP Nagar,Fruit Salad,2
Electronic City,Baked Nacho,2
Electronic City,Kadala Curry,2
Indiranagar,Ghee Roast Dosa,2
Indiranagar,Masala Pav Bhaji,2
Jeevan Bhima Nagar,Egg Roll,2
Kalyan Nagar,Mango Ice Cream,2
New BEL Road,Chocolate Oreo,2
Sankey Road,Fish,2
Kaggadasapura,Cheesecake,2
New BEL Road,Adrak Ke Panje,2
Old Airport Road,Coffee,2
Whitefield,Fudge Cake,2
"ITPL Main Road, Whitefield",Thin Crust Pizza,2
Jeevan Bhima Nagar,Veg Burger,2
Domlur,Lassi,2
JP Nagar,Chocolate Decadence,2
Sadashiv Nagar,Masala Chaach,2
Malleshwaram,Bun Nippat Cheese,2
Marathahalli,Churros,2
Whitefield,Paneer Pasanda,2
JP Nagar,Dark Beer,2
Whitefield,Red Velvet,2
Frazer Town,Wings,2
JP Nagar,Gosht Biryani,2
Kalyan Nagar,Veggie Roll,2
Marathahalli,Murgh Ghee Roast,2
New BEL Road,Tawa Chicken,2
Basavanagudi,Pizza Sandwich,2
Church Street,Chicken Slider,2
Vasanth Nagar,Chocolate Waffles,2
South Bangalore,Pasta,2
Nagawara,Paneer Biryani,2
MG Road,Masala Tea,2
New BEL Road,Noodles,2
Indiranagar,Paya Shorba,2
Whitefield,Milk Shake,2
Kumaraswamy Layout,Tandoori Chicken,2
Bannerghatta Road,Masala Chai,2
Richmond Road,Potato Wedges,2
Brookefield,Mushroom Biryani,2
Electronic City,Veg Platter,2
HSR,Masala Fries,2
HSR,Pasta Barbaresca,2
Ulsoor,Rasmalai,2
Indiranagar,Sweet Pongal,2
Nagawara,Chicken Momo,2
Sankey Road,Chicken Biryani,2
Old Airport Road,French Fries,2
Bellandur,Paneer Punjabi,2
BTM,Brownie,2
Banaswadi,Veg Momos,2
HSR,Protein Shake,2
HSR,Kachori,2
HSR,Veg Supreme Pizza,2
Nagawara,Chicken Roll,2
Kalyan Nagar,Chocolate Cake,2
Marathahalli,Raj Kachori,2
New BEL Road,Lal Maans,2
New BEL Road,Chicken Doner,2
Jayanagar,Salmon,2
Marathahalli,Fruit Shake,2
Electronic City,Palak Paneer,2
East Bangalore,Peri Peri Prawn,2
JP Nagar,Lemon Coriander Soup,2
Nagawara,Idli,2
New BEL Road,Tea,2
Yeshwantpur,Belgian Dark Chocolate,2
Seshadripuram,Pandi Curry,2
Basaveshwara Nagar,Spring Roll,2
Banashankari,Belgium Chocolate,2
Basavanagudi,Matka Lassi,2
Shanti Nagar,Paratha,2
Race Course Road,Noodles,2
Vasanth Nagar,Nachos,2
HSR,Uddin Vada,2
Kaggadasapura,Dal Fry,2
Domlur,Panneer Butter Masala,2
Hennur,Butter Chicken,2
Race Course Road,Misal Pav,2
Sahakara Nagar,Nachos,2
New BEL Road,Peri Peri Chicken Wings,2
Sarjapur Road,Chicken Tikka Roll,2
Whitefield,Aam Panna,2
Mysore Road,Pav Bhaji,2
Bannerghatta Road,Poori Chole,2
"Varthur Main Road, Whitefield",Mutton Biryani,2
Brookefield,Lassi,2
HSR,Plain Dosa,2
HSR,Prompt Service,2
Thippasandra,Roast Beef,2
Old Airport Road,Creme Brulee,2
Hennur,Pork Ribs,2
Rajajinagar,Paneer Manchurian,2
Marathahalli,Beer,2
New BEL Road,Cheesecake,2
New BEL Road,Chocolate Waffles,2
Banashankari,Raita,2
JP Nagar,Zinger Burger,2
Marathahalli,Shawarma,2
HSR,Kulfi,2
Electronic City,Chicken Lollipop,2
HSR,Crab Soup,2
Indiranagar,Phirni,2
Ulsoor,Kheer Kadam,2
Domlur,Coffee,2
Koramangala 7th Block,Tandoori Paneer,2
Seshadripuram,Pancakes,2
Yeshwantpur,Chicken Noodle,2
Malleshwaram,Veg Pulao,2
Marathahalli,Jalebi Rabri,2
Banashankari,Vegetable Biryani,2
Banashankari,Manchurian,2
Banashankari,Supreme Pizza,2
Jayanagar,Cheese Paratha,2
Bannerghatta Road,Pongal,2
HSR,Beer Batter Fish,2
HSR,Paneer Wrap,2
Jeevan Bhima Nagar,Vegetable Biryani,2
Kalyan Nagar,Mix Veg Parantha,2
Domlur,Manchurian,2
Bannerghatta Road,Tandoori Chicken,2
Indiranagar,Chocolate Mudpie,2
JP Nagar,Chocolate Cookies,2
Kalyan Nagar,Paneer Achari Roll,2
Malleshwaram,Protein Chapati,2
Residency Road,Mughlai Biryani,2
Whitefield,Lemon Rice,2
BTM,Cheesecake,2
Electronic City,Cheesecake,2
Electronic City,Afghan Chicken,2
Hennur,Pasta,2
Malleshwaram,Paneer Tikka Roll,2
Kaggadasapura,Masala Dosa,2
HSR,Creamy Mushroom Pasta,2
Kammanahalli,Mutton Dum Biryani,2
Nagawara,Shawarma,2
Rajajinagar,Veg Starter,2
Yeshwantpur,Idli Vada,2
Malleshwaram,Paan Ice Cream,2
New BEL Road,Masala Garlic Bread,2
Sanjay Nagar,Fruit Juices,2
Whitefield,Salmon Sushi,2
Electronic City,Chilli Paneer,2
Indiranagar,Bannoffee Pie,2
Banaswadi,Fries,2
Kalyan Nagar,Vanilla Ice Cream,2
Kalyan Nagar,Paneer Parantha,2
Kammanahalli,Chicken Biryani,2
Yeshwantpur,Brownie Chocolate,2
Race Course Road,Masala Tea,2
Bellandur,Liti Chokha,2
Bannerghatta Road,Cheesecake,2
Indiranagar,Achari Paneer,2
CV Raman Nagar,Chole,2
Domlur,Chicken Keema,2
Kalyan Nagar,Cappuccino,2
Majestic,Thali,2
Sarjapur Road,Chicken Nuggets,2
Whitefield,Tandoori Raan,2
Basavanagudi,Chaap,2
Electronic City,Mousse Cup,2
HSR,Reshmi Kebab,2
HSR,Veg Starter,2
Kaggadasapura,Aloo Jeera,2
Nagawara,Fish Biryani,2
Malleshwaram,Kaju Barfi,2
New BEL Road,Pork Curry,2
Vijay Nagar,Chicken Lollipop,2
Whitefield,Andhra Style Chilli Chicken,2
Banashankari,Chicken Burger,2
Kumaraswamy Layout,Aloo Paratha,2
Bannerghatta Road,Dhokla,2
Bannerghatta Road,Kulcha,2
City Market,Chilli Chicken,2
Bellandur,Chocolava Cake,2
Whitefield,Neer Dosa,2
Whitefield,Crispy Noodle,2
Electronic City,Masala Kulcha,2
Electronic City,Guava Ice Cream,2
Electronic City,Chicken Boneless Biryani,2
Hennur,Paneer Malai Tikka,2
Nagawara,Tacos,2
Malleshwaram,Waffles,2
Bellandur,Mutton Keema,2
Banashankari,Ginger Chicken,2
Bellandur,Stuffed Mushroom,2
Electronic City,Wheat Shawarma,2
HSR,Saag,2
Indiranagar,Choco Almond,2
Thippasandra,Paneer Wrap,2
Jayanagar,Rasgulla Chaat,2
Nagawara,Pongal,2
Banaswadi,Veg Platter,2
Seshadripuram,Breakfast Buffet,2
Marathahalli,Egg Salad,2
Brigade Road,Prawn,2
Jeevan Bhima Nagar,Paneer Akuri,2
JP Nagar,Vegetable Biryani,2
JP Nagar,Mississippi Mud,2
Race Course Road,Pho,2
Electronic City,Shawarma,2
Malleshwaram,Masala Lemonade,2
Seshadripuram,Chicken Biryani,2
Basaveshwara Nagar,Hot Wings,2
Jayanagar,Kerala Parotta,2
Sarjapur Road,Idli,2
Nagawara,Roti,2
Nagawara,Momos,2
Sankey Road,Paratha,2
Marathahalli,Masala Soda,2
Marathahalli,Singapore Sling,2
City Market,Ghee Rice,2
Whitefield,Punjabi Lassi,2
Indiranagar,Smokey Marzano Pizza,2
Jayanagar,Crispy Chicken,2
Banaswadi,Chicken Biryani,2
Yeshwantpur,Mutton Chops,2
Malleshwaram,Mud Crab Ravioli,2
Marathahalli,Chicken Manchurian,2
Brigade Road,Chicken Crisp Burger,2
Shanti Nagar,Chicken Wings,2
"ITPL Main Road, Whitefield",Aloo Paratha,2
Electronic City,Butter Chicken,2
HSR,Mustard Fish,2
Indiranagar,Milk Shake,2
CV Raman Nagar,Sweet Lassi,2
JP Nagar,Veg Platter,2
Rammurthy Nagar,Butter Naan,2
New BEL Road,Chocolate Hazelnut,2
Malleshwaram,Strawberry Cheesecake,2
Marathahalli,Martini,2
Mysore Road,Curd Rice,2
Race Course Road,Caramelized Bananas,2
CV Raman Nagar,Aloo Paratha,2
Majestic,Pav Bhaji,2
Seshadripuram,Chicken Gassi,2
Marathahalli,Fried Rice Chicken,2
New BEL Road,Babycorn Manchurian,2
Rajajinagar,Lamb Chops,2
Whitefield,Kulfi,2
Sarjapur Road,Basmati Rice,2
Bellandur,Murgh Patiala,2
Race Course Road,Jasmine Rice,2
Electronic City,Egg Dosa,2
Indiranagar,Fruit Salad,2
Old Airport Road,Lobster,2
JP Nagar,Ginger Chai,2
Kalyan Nagar,Kurkure Pizza,2
Kalyan Nagar,Dahi Vada,2
Rajajinagar,Subz Biryani,2
New BEL Road,Butter Kulcha,2
New BEL Road,Steak,2
Basaveshwara Nagar,Ice Cream Roll,2
Banashankari,Gajar Ka Halwa,2
Bannerghatta Road,Falafel Wrap,2
Whitefield,Mushroom Dumpling,2
Electronic City,Kebab Platter,2
HSR,Bisi Bele Bhaath,2
RT Nagar,Filter Coffee,2
New BEL Road,Icecream Cake,2
Rajajinagar,Cheesecake,2
Whitefield,Gulab Jamun,2
Basavanagudi,Malai Kofta,2
Whitefield,Chicken Sukha,2
HSR,Mojito,2
Hennur,Falafal Sandwich,2
Domlur,Idli,2
Koramangala 5th Block,Chocolate Momos,2
New BEL Road,Pork Ribs,2
Vijay Nagar,Rava Idli,2
Sarjapur Road,Veg Kolhapuri,2
Banashankari,Golden Fried Prawns,2
JP Nagar,Chicken Chettinad,2
"Varthur Main Road, Whitefield",Samosa,2
Indiranagar,Aloo Tikki Chat,2
Old Madras Road,Tomato Soup,2
Thippasandra,Falafel,2
Sadashiv Nagar,Jalebi Rabri,2
Marathahalli,Shanmukha Biryani,2
Whitefield,English Breakfast,2
Bannerghatta Road,Khichda,2
Electronic City,Mocktails,2
HSR,Gajar Ka Halwa,2
Jeevan Bhima Nagar,Sandwiches,2
JP Nagar,Cosmopolitan,2
Malleshwaram,Ghee Roast Masala Dosa,2
Kaggadasapura,Lassi,2
New BEL Road,Murgh Ghee Roast,2
Whitefield,Kulcha,2
Kumaraswamy Layout,Chocolate Bomb,2
City Market,Paratha,2
Electronic City,Chicken Parantha,2
HSR,Guava Ice Cream,2
Indiranagar,Bhindi Masala,2
Jeevan Bhima Nagar,Burgers,2
Thippasandra,Malai Kofta,2
New BEL Road,Tender Coconut Ice Cream,2
Whitefield,Tomato Soup,2
Marathahalli,Chana Daal,2
Brookefield,Rice,2
Jeevan Bhima Nagar,Chocolate Cake,2
Whitefield,Mushroom Burger,2
Whitefield,Paneer Wrap,2
Whitefield,Vegetable Biryani,2
Whitefield,Jumbo Prawns,2
Basavanagudi,Rava Idli,2
Bannerghatta Road,Egg Sandwich,2
Richmond Road,Tender Coconut Ice Cream,2
Marathahalli,Baingan Bartha,2
Brookefield,Masala Fries,2
Electronic City,Mocktails,2
Old Airport Road,Chicken Burger,2
Nagawara,Noodles,2
Kalyan Nagar,Fruit Salad,2
Sankey Road,Salads,2
Yeshwantpur,Bread Pakora,2
Kaggadasapura,Mutton Kasha,2
Kaggadasapura,Fish Curry,2
Sanjay Nagar,Shanghai Chicken,2
New BEL Road,Lamb Doner,2
Indiranagar,Belgium Chocolate,2
Old Airport Road,Rajma Chawal,2
Sarjapur Road,Ginger Chai,2
Sarjapur Road,Bamboo Biryani,2
Whitefield,Sushi Platter,2
Banashankari,Tomato Basil Soup,2
Kumaraswamy Layout,Spinach Salsa,2
Whitefield,Gongura Chicken Biryani,2
Electronic City,Egg Biryani,2
HSR,Risotto,2
HSR,Garlic Bread Stick,2
Nagawara,Falafel,2
Nagawara,Tawa Roti,2
Majestic,Crispy Masala Dosa,2
Malleshwaram,Caramel Macchiato,2
New BEL Road,Butter Chicken,2
Whitefield,Paan Shot,2
Whitefield,Martini,2
Sarjapur Road,Chaat,2
Electronic City,Chicken Boneless Biryani,2
JP Nagar,California Burrito,2
Nagawara,Burrito Bowl,2
Yeshwantpur,Vada Pav,2
East Bangalore,Pizza,2
New BEL Road,Masala Lemonade,2
Sarjapur Road,Kulcha,2
Whitefield,Murgh Platter,2
Brookefield,Prawn,2
HSR,Liti Chokha,2
Nagawara,Malabari Paratha,2
RT Nagar,Masala Dosa,2
Malleshwaram,Crispy Dosa,2
New BEL Road,Fried Cheese,2
Sarjapur Road,Manchow Soup,2
JP Nagar,Cheese Balls,2
Jayanagar,Benne Masala Dosa,2
Brookefield,Cake Rusk,2
Electronic City,Hariyali Chicken,2
HSR,Khara Bhath,2
Bommanahalli,Non Veg Biryani,2
JP Nagar,Chicken Lollipop,2
Kalyan Nagar,Macaroon,2
Rammurthy Nagar,Butter Chicken,2
City Market,Masala Chaach,2
Vasanth Nagar,Kulfi,2
Rajajinagar,Thatte Idli,2
Sadashiv Nagar,Malai Ghewar,2
Rajajinagar,Apple Cake,2
Malleshwaram,Enchiladas,2
Sarjapur Road,Ginger Tea,2
Banashankari,Open Dosa,2
Jayanagar,Supreme Pizza,2
MG Road,Gulab Jamun,2
Whitefield,Paneer Burger,2
JP Nagar,Garlic Bread,2
Vasanth Nagar,Beef Chilli,2
Race Course Road,Butter Chicken,2
New BEL Road,Malabar Fish Curry,2
Jeevan Bhima Nagar,Paneer Tikka,2
Old Airport Road,Thepla,2
Domlur,Spicy Paneer,2
Basavanagudi,Crispy Masala Dosa,2
Bellandur,Paneer Cheese,2
HSR,Chocolate Truffle,2
Indiranagar,Masala Chaach,2
Domlur,Bbq Chicken,2
"ITPL Main Road, Whitefield",Dum Biryani,2
Whitefield,Tender Coconut Ice Cream,2
Banashankari,Stuffed Garlic Bread,2
Kumaraswamy Layout,Chicken Cafreal,2
BTM,Sea Food,2
HSR,Veg Thali,2
Indiranagar,Paneer Sandwich,2
Hennur,Dragon Rolls,2
Malleshwaram,Badami Holige,2
Jayanagar,Chicken Fry,2
HSR,Chicken Tikka Roll,2
Hennur,Roti,2
Yeshwantpur,Rumali Roti,2
Malleshwaram,Chicken Noodle,2
Malleshwaram,Chicken Kebab,2
Rajajinagar,Paneer Picante Pizza,2
Whitefield,Grilled Burger,2
Whitefield,Jowar Roti,2
Basavanagudi,Nutella Waffle,2
Frazer Town,Manchow Soup,2
Old Airport Road,Idli Vada,2
Indiranagar,Walnut Brownie,2
Kalyan Nagar,Jalebi Rabri,2
St. Marks Road,Chicken Skewer,2
Malleshwaram,Appam,2
MG Road,Masala Dosa,2
Kumaraswamy Layout,Garlic Bread,2
Bannerghatta Road,Masala Lemonade,2
Bellandur,Tawa Chicken,2
Brookefield,Paneer Kofta,2
Brookefield,Naan,2
Electronic City,Aalo Bhaja,2
HSR,Palak Paneer,2
HSR,Burrito Bowl,2
Bannerghatta Road,Tiramisu,2
Nagawara,Belgian Chocoholic,2
Hennur,Rice,2
Marathahalli,French Fries,2
Whitefield,Vegetable Stew,2
Mysore Road,Masala Dosa,2
Banashankari,Chicken Steak,2
HSR,Shikanji,2
Sarjapur Road,Prawn Ghee Roast,2
Whitefield,Tawa Roti,2
Electronic City,Prompt Service,2
HSR,American Chopsuey,2
CV Raman Nagar,Sandwich,2
Rammurthy Nagar,Hyderabadi Chicken,2
HSR,Mango Sorbet,2
Seshadripuram,Khichda,2
HSR,Ice Cream Pizza,2
BTM,Tandoori Momos,2
Nagawara,Veggie Pizza,2
Yeshwantpur,Salads,2
Malleshwaram,Veg Thali,2
Sarjapur Road,Jal-jeera,2
Whitefield,Chicken Manchurian Roll,2
Whitefield,Rabri Malpua,2
Basavanagudi,Khali Dosa,2
Banashankari,Brownie,2
Whitefield,Spring Roll,2
Electronic City,Momos,2
Indiranagar,Pork Curry,2
Indiranagar,Vegetarian,2
Ulsoor,Mishti Doi,2
Domlur,Kadai Paneer,2
Kammanahalli,Ice Tea,2
Nagawara,Chaat,2
Kalyan Nagar,Decor,2
Nagawara,Bati Churma,2
HBR Layout,Egg Puff,2
Vasanth Nagar,Popcorn,2
Yeshwantpur,Chicken Soup,2
Bannerghatta Road,Courteous Staff,2
City Market,Omelette,2
Electronic City,Jalebi,2
Old Airport Road,Rich Chicken Broth,2
Kalyan Nagar,Lamb Burger,2
Sadashiv Nagar,Gajar Ka Halwa,2
Malleshwaram,Jeera Rice,2
Jeevan Bhima Nagar,Salt Lassi,2
Whitefield,Dahi Vada,2
Banashankari,Gosht Dum Biryani,2
Banashankari,Corn Dosa,2
Basavanagudi,Murgh Ghee Roast,2
Jeevan Bhima Nagar,Faluda,2
JP Nagar,Paneer Biryani,2
Bannerghatta Road,Panna Cotta,2
Vasanth Nagar,Gulab Jamun,2
CV Raman Nagar,Rice,2
Old Airport Road,Pasta,2
Church Street,Chicken Bbq Wings,2
Basavanagudi,Filter Kaapi,2
Basavanagudi,Bonda,2
Jayanagar,Verdure Pizza,2
Shanti Nagar,Filter Coffee,2
Electronic City,Chicken Achari Tikka,2
HSR,Ghee Rice,2
HSR,Oregano Chicken,2
Nagawara,Italian Wonder,2
Nagawara,Gatte Ki Subzi,2
Seshadripuram,Omelette,2
Yeshwantpur,Vegetable Stew,2
Seshadripuram,Coffee,2
Marathahalli,Mutton Fry,2
New BEL Road,Honey Chilli Potatoes,2
New BEL Road,Sandwich,2
"ITPL Main Road, Whitefield",Pizza,2
Whitefield,Guava Ice Cream,2
Bellandur,Chicken Wings,2
Electronic City,Masala Chaach,2
HSR,Mutton Soup,2
Rajajinagar,Jalebi,2
Kaggadasapura,Chole Bhature,2
Basaveshwara Nagar,Mutton Chops,2
Sarjapur Road,Chicken Sandwich,2
Sarjapur Road,Al Faham Chicken,2
Banashankari,Chicken Kebab Roll,2
Electronic City,Badam Milk,2
Electronic City,Rooftop Ambience,2
Electronic City,Craft Beer,2
Kammanahalli,Garlic Bread,2
New BEL Road,Chicken Grilled Sandwich,2
Sadashiv Nagar,Biryani,2
Malleshwaram,Honey Cake,2
Rajajinagar,Truffle,2
JP Nagar,Masala Poori,2
Jayanagar,Coffee Walnut,2
Sarjapur Road,Sandwich,2
Brookefield,Whole Meat Shawarma,2
Indiranagar,Mcaloo Tikki,2
Ulsoor,Samosa,2
Indiranagar,Tiramisu,2
Old Airport Road,Kulfi,2
JP Nagar,Chicken Kebab,2
Nagawara,Rolls,2
Malleshwaram,Hot Dog,2
Race Course Road,Panipuri,2
Whitefield,Hot Dog,2
Jayanagar,Panipuri,2
Brookefield,Fish Fry,2
Electronic City,Sweet Lassi,2
Electronic City,Malai Kofta,2
Jeevan Bhima Nagar,Samosa Bun,2
Kalyan Nagar,Thatte Idli,2
Nagawara,Paneer Steak,2
Kalyan Nagar,Cheese Nuggets,2
Yeshwantpur,Pepper Chicken,2
Basaveshwara Nagar,Samosa,2
Whitefield,Akki Rottis,2
Marathahalli,Stuffed Mushroom,2
Electronic City,Chicken Majestic,2
Frazer Town,Dragon Rolls,2
Frazer Town,Icecream Cake,2
Kammanahalli,Gulab Jamun,2
Kalyan Nagar,Masala Dosa,2
MG Road,Hot Chocolate,2
Yeshwantpur,Ghee Dosa,2
Malleshwaram,Chole,2
Jalahalli,Set Dosa,2
Marathahalli,Veg Platter,2
Brookefield,Maggi,2
Jayanagar,Zinger Burger,2
Kalyan Nagar,Cafe Mocha,2
Banaswadi,Chicken Guntur,2
Kammanahalli,Pepperoni Pizza,2
Koramangala 7th Block,Hash Brown,2
Majestic,Butter Chicken,2
Sanjay Nagar,Masala Dosa,2
Indiranagar,Chicken Ham,2
Kammanahalli,Fish Curry,2
Malleshwaram,Idli Chatni,2
Yeshwantpur,Mutton Biryani,2
Marathahalli,Sunday Brunch,2
Malleshwaram,Sunday Brunch,2
Whitefield,Chicken Whopper,2
Sarjapur Road,Dragon Rolls,2
Indiranagar,Chicken Lasagne,2
Nagawara,Makke Ki Roti,2
Yeshwantpur,Dabeli,2
Rajajinagar,Fruit Cake,2
Malleshwaram,Hyderabadi Biryani,2
Malleshwaram,Sangria,2
Malleshwaram,Tomato Shorba,2
Kaggadasapura,Roti,2
Electronic City,Belgian Chocolate,2
HSR,Chaach,2
HSR,Mexican Samosa,2
Indiranagar,Sausage Roll,2
South Bangalore,Thai Rice,2
Domlur,Masala Dosa,2
Yelahanka,Fish Fry,2
Whitefield,Wonton,2
Banashankari,Cheese Roll,2
Whitefield,Chicken Keema,2
Whitefield,Beijing Chicken,2
Frazer Town,Beef Chilli,2
New BEL Road,Tandoori Chicken,2
New BEL Road,Dumplings,2
JP Nagar,Murgh Makhani,2
Indiranagar,Bubble Tea,2
Frazer Town,Honey Chilli Chicken,2
Commercial Street,Carrot Halwa,2
HSR,Jal-jeera,2
Indiranagar,Idiyappam,2
Ulsoor,Rasgulla,2
Domlur,Malai Kofta,2
Vasanth Nagar,Latte,2
Sadashiv Nagar,Handi Biryani,2
Seshadripuram,Rava Dosa,2
Marathahalli,Pepperoni Pizza,2
Kaggadasapura,Pothichoru,2
Marathahalli,Charcuterie Platter,2
Rajajinagar,Paan Kulfi,2
Kumaraswamy Layout,Burgers,2
Mysore Road,Kesari Bath,2
South Bangalore,Biryani,2
Bannerghatta Road,Stuffed Mushroom,2
Sarjapur Road,Hunan Chicken,2
Malleshwaram,Corn Pizza,2
Malleshwaram,Falafel,2
Sadashiv Nagar,Spring Roll,2
New BEL Road,Hot Wings,2
Old Airport Road,Dhokla,2
Sarjapur Road,Barbeque Chicken,2
Indiranagar,Paneer Biryani,2
Kalyan Nagar,Chocolate Milkshake,2
Sankey Road,Hot Chocolate,2
Malleshwaram,Espresso,2
Marathahalli,Bbq Prawns,2
Marathahalli,Mutton Seekh,2
Sarjapur Road,Mocktails,2
Shanti Nagar,Chips,2
Hennur,Chicken Chettinad,2
New BEL Road,Aloo Paratha,2
Yelahanka,Pothichoru,2
Banashankari,Murgh Biryani,2
Basavanagudi,Sagu Dosa,2
